Front,Back
小包,"<b>Word/Phrase</b>: 小包<br><b>Romaji</b>: kodzutsumi<br><b>Meaning</b>: parsel<br><b>Example</b>: 郵便局に持っていく前に、小包の中身が壊れていないか、もう一度よく調べましょう。
yūbinkyoku ni motte iku mae ni, kozutsumi no nakami ga kowarete inai ka, mō ichido yoku shirabemashō.
(Before taking the package to the post office, carefully check once more that the contents are not broken.)

重さが規定内の小包なら、窓口で手続きをすれば、その日のうちに発送できます。
omosa ga kitei nai no kozutsumi nara, madoguchi de tetsuzuki o sureba, sono hi no uchi ni hassō dekimasu.
(If the package is within the weight limit, you can complete the procedures at the counter and ship it the same day.)"
細かいお金,"<b>Word/Phrase</b>: 細かいお金<br><b>Romaji</b>: komakai okane<br><b>Meaning</b>: uang receh<br><b>Example</b>: 細かいお金を財布に入れておくと、コンビニで小さな買い物をする時に便利です
komakai okane o saifu ni irete okuto, konbini de chiisana kaimono o suru toki ni benri desu
(It is convenient to keep small change in your wallet when making small purchases at a convenience store, as it saves time and avoids fumbling for exact amounts.)"
丸,"<b>Word/Phrase</b>: 丸<br><b>Romaji</b>: maru<br><b>Meaning</b>: lingkaran<br><b>Example</b>: 丸いお月様が夜空の中央に静かに輝き、周りの星々を優しく照らしていました
marui o-tsuki-sama ga yozora no chūō ni shizuka ni kagayaki, mawari no hoshiboshi o yasashiku terashite imashita
(The beautifully round moon glowed quietly at the center of the night sky, gently illuminating the surrounding stars)

子供たちが公園で丸い風船を追いかけながら、楽しそうに笑い合っていました
kodomotachi ga kōen de marui fūsen o oikakena gara, tanoshisō ni waraiatte imashita
(The children were happily chasing a round balloon in the park, laughing joyfully together)"
物,"<b>Word/Phrase</b>: 物<br><b>Romaji</b>: mono<br><b>Meaning</b>: thing<br><b>Example</b>: この高価な物を購入する前に、その必要性について一度冷静に考え直してみるべきではないだろうか。

Kono kōka na mono o kōnyū suru mae ni, sono hitsuyōsei ni tsuite ichido reisei ni kangaenaoshite miru beki de wa nai darō ka.
(Before purchasing this expensive thing, shouldn’t you reconsider its necessity with a calm mind at least once?)

友達が手渡してくれた小さな箱の中に入っていた手作りの物は、決して金額では測れないほどの価値を持っている。

Tomodachi ga tewatashite kureta chiisana hako no naka ni haitte ita tezukuri no mono wa, kesshite kingaku de wa hakarenai hodo no kachi o motte iru.
(The handmade thing inside the small box my friend handed to me holds a value that can never be measured in monetary terms.)"
中身,"<b>Word/Phrase</b>: 中身<br><b>Romaji</b>: nakami<br><b>Meaning</b>: konten<br><b>Example</b>: この袋の中身は何ですか、一緒に開けて内容を確認してみましょう
kono fukuro no nakami wa nan desu ka, issho ni akete naiyō o kakunin shite mimashō
(Apa yang ada di dalam kantong ini? Mari kita buka bersama dan periksa isinya)

この本の中身はとても面白いですし、ストーリーもわかりやすく、簡単に読めます
kono hon no nakami wa totemo omoshiroi deshishi, sutōrī mo wakariyasuku, kantan ni yomemasu
(Isi buku ini sangat menarik, alur ceritanya mudah dipahami, dan bisa dibaca dengan mudah)"
何か,"<b>Word/Phrase</b>: 何か<br><b>Romaji</b>: nanika<br><b>Meaning</b>: something <br><b>Example</b>: 何か食べたいですが、近くに何か美味しいレストランやおすすめの料理はありませんか？
nanika tabetai desu ga, chikaku ni nanika oishii resutoran ya osusume no ryouri wa arimasen ka?
(I feel like eating something—do you know any delicious restaurants or recommended dishes nearby?)

何か問題がありましたか？もし何かあれば、すぐに担当者までご連絡いただけますようお願いします。
nanika mondai ga arimashita ka? moshi nanika areba, sugu ni tantousha made go renraku itadakemasu you onegai shimasu.
(Did you encounter any issues? If there’s anything, please contact the person in charge immediately.)"
荷物,"<b>Word/Phrase</b>: 荷物<br><b>Romaji</b>: nimotsu<br><b>Meaning</b>: luggage<br><b>Example</b>: 空港へ向かう途中、大きな荷物を両手で抱えていたため、電車の乗り換えのたびに苦労し、最後には肩が痛くなってしまった。
kūkō e mukau tochū, ōkina nimotsu o ryōte de kakaete ita tame, densha no norikae no tabi ni kurō shi, saigo ni wa kata ga itaku natte shimatta.
(On the way to the airport, because I was carrying large luggage in both arms, I struggled every time I transferred trains, and in the end, my shoulders started to hurt.)

海外旅行の準備で荷物を詰めているとき、液体物の量が制限を超えていないか、何度も計り直さなければならなかった。
kaigai ryokō no junbi de nimotsu o tsumete iru toki, ekitai-butsu no ryō ga seigen o koete inai ka, nando mo hakari naosanakereba naranakatta.
(While packing luggage for an overseas trip, I had to remeasure the amount of liquids several times to ensure they didn’t exceed the limit.)"
人形,"<b>Word/Phrase</b>: 人形<br><b>Romaji</b>: ningyou<br><b>Meaning</b>: doll<br><b>Example</b>: 祭りの屋台で、手作りの人形が並べられているのを見かけ、子供たちが目を輝かせながら選んでいた。
Matsuri no yatai de, tezukuri no ningyō ga naraberarete iru no o mikake, kodomotachi ga me o kagayakase nagara erande ita.
(At a festival stall, children’s eyes sparkled as they picked out handmade dolls displayed in a row.)

祖母の家には、大切に飾られた古い人形がいくつもあり、それぞれが家族の思い出と共にある。
Sobo no ie ni wa, taisetsu ni kazarareta furui ningyō ga ikutsu mo ari, sorezore ga kazoku no omoide to tomo ni aru."
贈り物,"<b>Word/Phrase</b>: 贈り物<br><b>Romaji</b>: okurimono<br><b>Meaning</b>: gift<br><b>Example</b>: 母の誕生日を迎える来週までに、心のこもった贈り物を見つけようと、デパートの売り場を回るつもりだ。
haha no tanjōbi o mukaeru raishū made ni, kokoro no komotta okurimono o mitsukeyō to, depāto no uriba o mawaru tsumori da.
(With my mother’s birthday approaching next week, I intend to browse the department store’s aisles to find a gift filled with sincerity.)

友達がくれた贈り物の中には、手作りのカードと共に、過去の楽しい思い出が写真で綴られたアルバムが入っていた。
tomodachi ga kureta okurimono no naka ni wa, tezukuri no kādo to tomo ni, kako no tanoshii omoide ga shashin de tsuzurareta arubamu ga haitte ita.
(Among the gifts my friend gave me was an album, paired with a handmade card, that chronicled our joyful memories in photographs.)"
お年玉,"<b>Word/Phrase</b>: お年玉<br><b>Romaji</b>: otoshidama<br><b>Meaning</b>: new year’s gift<br><b>Example</b>: 子供たちが新年の初日に両親からもらうお年玉は、きれいな飾り袋に入った新札で、その金額を知るたびに喜びの声を上げます。
Kodomo-tachi ga shinnen no shonichi ni ryōshin kara morau otoshidama wa, kirei na kazari-bukuro ni haitta shinsatsu de, sono kingaku o shiru tabi ni yorokobi no koe o agemasu.
(When children receive otoshidama from their parents on New Year’s Day, it comes in beautiful decorated envelopes with crisp bills, and each time they learn the amount, they cheer with joy.)

お正月に家族が集まる中で、祖父母は孫にお年玉を手渡し、その笑顔を見るのが何よりの幸せだと言います。
Oshōgatsu ni kazoku ga atsumaru naka de, sofubo wa mago ni otoshidama o tewatashi, sono egao o miru no ga nani yori no shiawase da to iimasu.
(As the family gathers for New Year’s, grandparents say that handing otoshidama directly to their grandchildren and seeing their smiles is their greatest happiness.)"
再入国ビザ,"<b>Word/Phrase</b>: 再入国ビザ<br><b>Romaji</b>: sainyuukoku biza<br><b>Meaning</b>: visa masuk kembali<br><b>Example</b>: 再入国ビザを取るために、事前に必要な書類を確認しておくことが大切です
sainyuukoku biza o toru tame ni, jizen ni hitsuyō na shorui o kakunin shite oku koto ga taisetsu desu
(Before applying for a re-entry visa, it is crucial to verify all required documents in advance to avoid delays)

再入国ビザがあれば、出国後も日本に戻ってくることができますし、手続きがスムーズに進みます
sainyuukoku biza ga areba, shukkoku go mo nihon ni modotte kuru koto ga dekimasu shi, tetsuzuki ga sumūzu ni susumimasu
(Having a re-entry visa not only allows you to return to Japan after leaving but also ensures the process goes smoothly)"
作品,"<b>Word/Phrase</b>: 作品<br><b>Romaji</b>: sakuhin<br><b>Meaning</b>: karya<br><b>Example</b>: この監督が手掛けた最新作品は、複雑な人間関係を描きつつも、観る者に希望を与える珠玉の一作だと評価されている。

kono kantoku ga tegakatta saishin sakuhin wa, fukuzatsu na ningen kankei o egaki tsutsu mo, miru mono ni kibō o ataeru shugyoku no issaku da to hyōka sarete iru.

(The director’s latest work, while depicting complex human relationships, is praised as a masterpiece that gives viewers hope.)

美術館で展示中のその作品は、光と影の対比を巧みに操り、見る角度によって表情を変える不思議な魅力を持っている。

bijutsukan de tenjichū no sono sakuhin wa, hikari to kage no taihi o takumi ni ayatsuri, miru kakudo ni yotte hyōjō o kaeru fushigi na miryoku o motte iru.

(The piece currently on display at the museum, skillfully manipulating contrasts of light and shadow, has a mysterious charm that changes expression depending on the viewer’s angle.)"
生物,"<b>Word/Phrase</b>: 生物<br><b>Romaji</b>: seibutsu<br><b>Meaning</b>: makhluk hidup<br><b>Example</b>: 生物の勉強は面白いですけど、難しい問題もたくさんあります
Seibutsu no benkyō wa omoshiroi desu kedo, muzukashii mondai mo takusan arimasu
(Studying living organisms is fascinating, but there are also many challenging questions to solve)

生物の実験では、植物や動物の生き方を観察し、環境との関係性を深く分析します
Seibutsu no jikken de wa, shokubutsu ya dōbutsu no ikikata o kansatsu shi, kankyō to no kankeisei o fukaku bunsekishimasu
(In experiments with living organisms, we observe how plants and animals live and analyze their deep relationships with the environment)"
線,"<b>Word/Phrase</b>: 線<br><b>Romaji</b>: sen<br><b>Meaning</b>: garis<br><b>Example</b>: この駅から先の線路は工事中で、来週まで電車が運休するため、通学に使う学生たちはバスに乗り換えなければならない。
Kono eki kara saki no senro wa kōji-chū de, raishū made densha ga unkyū suru tame, tsūgaku ni tsukau gakusei-tachi wa basu ni norikaenakereba naranai.
(Since the train tracks ahead of this station are under construction and trains will be suspended until next week, students who use them for commuting to school must switch to buses.)

公園の地面に白い線が引いてあり、そこは自転車の駐輪場として使われているが、時々車が止まっていて問題になっている。
Kōen no jimen ni shiroi sen ga hiite ari, soko wa jitensha no chūrinjō to shite tsukawarete iru ga, tokidoki kuruma ga tomatte ite mondai ni natte iru.
(White lines are drawn on the ground in the park to mark a bicycle parking area, but sometimes cars park there, causing issues.)"
信号,"<b>Word/Phrase</b>: 信号<br><b>Romaji</b>: shingou<br><b>Meaning</b>: signal/traffic light<br><b>Example</b>: 信号が青になったので、交差点を確認しながらみんなで一緒に横断歩道を渡りました
Shingō ga ao ni natta node, kōsaten o kakunin shinagara minna de issho ni ōdan hodō o watarimashita
(When the traffic light turned green, we all carefully checked the intersection and crossed the pedestrian crossing together)

信号を無視して道路を渡ると、重大な事故に遭う可能性があるので十分注意してください
Shingō o mushi shite dōro o wataru to, jūdai na jiko ni au kanōsei ga aru node jūbun chūi shite kudasai
(If you ignore the traffic signal and cross the road, you may be involved in a serious accident, so please be very careful)"
